StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q9,Q11,Q14,Q13,Q13_3_TEXT,Q16,Q17,Q19,Q19_11_TEXT,Q15,Q16,Q81,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_11,Q21_12,Q21_13,Q21_14,Q57_1,Q57_2,Q77,Q18,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q23_8,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q28_10,Q28_11,Q28_12,Q28_13,Q28_14,Q28_15,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q46,Q78,Q78_4_TEXT,Q47,Q48,Q49,Q49_6_TEXT,Q50,Q50_8_TEXT,Q51,Q52,Q52_6_TEXT
43957.9169,43957.92279,IP Address,100,508,TRUE,43957.92279,R_22E2Q8e5V42SjsN,anonymous,EN,Agree,3006,41-50,I live in the City of Melbourne,Female,,Slightly too little,could be more green spaces and less cars,Visiting the Royal Botanic Gardens,,About the same,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,n/a,n/a,,great....more green eco-friendly spaces would be a bonus,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Agree,Agree,Never,Never,Occasionally,Often,Very often,Very often,Never,Never,Never,Very often,Often,Often,Often,Never,Never,Often,Not applicable,Not applicable,Very often,Sometimes,16-20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Undergraduate Degree,,"$180,001 and over",Full-time,
43957.91229,43957.92368,IP Address,100,983,TRUE,43957.92368,R_3e2YtmuDg0hiAN3,anonymous,EN,Agree,3000,61-70,I live in the City of Melbourne,Female,,Neither too much nor too little,"There seems to be a reasonable balance between necessary infrastructure and trees, gardens etc.",Visiting the Royal Botanic Gardens,,About the same,,,Disagree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Our other home in Tasmania,Walks and boating,,There is Galway’s a need for more nature in a big city.,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Disagree,Somewhat agree,Neither agree nor disagree,Agree,Disagree,Somewhat agree,Agree,Disagree,Agree,Somewhat agree,Never,Never,Occasionally,Very often,Often,Occasionally,Occasionally,Never,Never,Rarely,Often,Rarely,Never,Never,Never,Often,Not applicable,Very often,Often,Rarely,>20 years,Other (Please specify),England,Your connection to nature in the City of Melbourne,No,,,Postgraduate qualification- Masters,,"$18,201 – $37,000",Retired,
43957.91208,43957.92389,IP Address,100,1020,TRUE,43957.92389,R_8BXm1TVYx5muAV3,anonymous,EN,Agree,3004,51-60,I live in the City of Melbourne,Male,,Neither too much nor too little,Correct balance ,"Visiting the Melbourne Zoo,Visiting the Melbourne Aquarium",,About the same,,,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Disagree,Somewhat agree,,,,"Again - I think it has the perfect balance right now
",Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Neither agree nor disagree,Never,Never,Never,Often,Very often,Rarely,Occasionally,Never,Never,Rarely,Never,Rarely,Rarely,Never,Never,Not applicable,Very often,Not applicable,Rarely,Not applicable,5-6 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Year 12,,"$180,001 and over",Full-time,
43957.92354,43957.92491,IP Address,100,117,TRUE,43957.92491,R_b3dgDIWe0an63L3,anonymous,EN,Agree,3138,61-70,I rarely visit the City of Melbourne (e.g. once or twice per year),Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43957.91983,43957.92587,IP Address,100,522,TRUE,43957.92587,R_1N5rk7VxpNPcMtX,anonymous,EN,Agree,3174,18-20,I live outside the City of Melbourne but generally commute to the City of Melbourne for work,Male,,Neither too much nor too little,there is a good balance between parks and gardens and buildings,"Visiting the Royal Botanic Gardens,Bird watching, or other nature watching within the City of Melbourne",,About the same,,,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,,,,it would great to offset the busy streets of the city,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Rarely,Never,Rarely,Often,Often,Often,Rarely,Never,Never,Rarely,Occasionally,Rarely,Rarely,Never,Rarely,Rarely,Not applicable,Not applicable,Sometimes,Rarely,16-20 years,Australia,,Your connection to nature in the City of Melbourne,Yes,Vietnamese,,Year 12,,"$80,001 – $180,000",Student,
43957.92056,43957.92657,IP Address,100,520,TRUE,43957.9266,R_1jPz9bJ4esGUQXR,anonymous,EN,Agree,3052,61-70,I live in the City of Melbourne,Male,,Neither too much nor too little,Worth Royal Park on my door I’m happy ,"Taking a nature walk within the City of Melbourne,Bird watching, or other nature watching within the City of Melbourne",,More,Birds and wildlife in Parkville ,,Somewhat agree,Disagree,Somewhat agree,Disagree,Disagree,Somewhat agree,Disagree,Somewhat agree,Disagree,Disagree,Somewhat agree,Disagree,Disagree,Somewhat agree,,,,Happy ,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Often,Often,Rarely,Very often,Often,Often,Often,Often,Often,Often,Very often,Often,Often,Rarely,Often,Often,Very often,Very often,Very often,Often,7-8 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Undergraduate Degree,,"$180,001 and over",Full-time,
43957.92023,43957.92725,IP Address,100,605,TRUE,43957.92725,R_294Y8N9cPrykDrw,anonymous,EN,Agree,3053,21-30,I live in the City of Melbourne,Male,,Slightly too much,There is a good amount of gardens and parks which contribute towards the nature.,Visiting the Royal Botanic Gardens,,More,I have only been here for the past three months but I have thoroughly enjoyed the nature.,,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,,,Because I am a student and I would voluntarily join these events if I had the time to.,Like dog parks? I would love it.,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Strongly disagree,Neither agree nor disagree,Agree,Often,Never,Often,Often,Very often,Rarely,Often,Never,Occasionally,Occasionally,Very often,Rarely,Never,Never,Never,Not applicable,Not applicable,Not applicable,Not applicable,Often,Less than a year,Other (Please specify),INDIA,Your connection to nature in the City of Melbourne,Yes,Other (Please specify),Marathi,Undergraduate Degree,,"$18,200 or less",Student,
43957.92142,43957.92762,IP Address,100,535,TRUE,43957.92764,R_b2CK6jRySgryloJ,anonymous,EN,Agree,3095,18-20,I do not live or work in the City of Melbourne but normally I visit often (e.g. on average twice or more times a month),Female,,Slightly too little,It is majority of buildings and roads although the greenery is good,,,About the same,,,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,N/A,N/A,,"That would be great, it would attract more people to see it which could generate more help/donations to build more",Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Rarely,Rarely,Rarely,Rarely,Often,Occasionally,Occasionally,Never,Never,Rarely,Occasionally,Occasionally,Rarely,Never,Rarely,Not applicable,Not applicable,Not applicable,Sometimes,Sometimes,16-20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Year 12,,Prefer not to say,Student,
43957.91939,43957.9297,IP Address,100,890,TRUE,43957.92971,R_aftiw9iQdU150yd,anonymous,EN,Agree,3059,21-30,I live outside the City of Melbourne but generally commute to the City of Melbourne for work,Male,,Slightly too little,"There is huge potential to create gorgeous landscapes throughout the city, however it seems to be becoming more of a concrete jungle at this point.",,,Less,,"With the increase in the construction, roadworks, etc. going on in the City of Melbourne, it seems pretty clear that a lot of nature has been destroyed/removed. ",Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,"It would be a good meeting place, a good place to unwind and definitely a place that I would consider visiting, both within work hours as a break or outside of work hours.",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Never,Never,Never,Rarely,Rarely,Rarely,Rarely,Never,Never,Never,Occasionally,Never,Never,Never,Never,Not applicable,Not applicable,Not applicable,Rarely,Rarely,>20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Year 12,,Prefer not to say,"Student,Part-time",
43957.83968,43957.93265,IP Address,100,8032,TRUE,43957.93265,R_3RlaSF10uPsFmxE,anonymous,EN,Agree,3051,31-40,I live in the City of Melbourne,Male,,Slightly too little,need more trees and parks,Visiting the Royal Botanic Gardens,,More,Noticed more parks,,Somewhat agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Disagree,Somewhat agree,Neither agree nor disagree,no specific location,walks,"Happy to do any outside activities, not just nature related","That would be great, better for the environment",Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Disagree,Agree,Somewhat agree,Never,Never,Never,Occasionally,Rarely,Never,Occasionally,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Not applicable,Not applicable,Rarely,Never,16-20 years,Other (Please specify),,Your connection to nature in the City of Melbourne,No,,,Graduate Diploma,,"$180,001 and over",Full-time,
43957.928,43957.93456,IP Address,100,565,TRUE,43957.93456,R_1rozfNlT6JDigxA,anonymous,EN,Agree,3000,18-20,I live in the City of Melbourne,Female,,Slightly too little,i think that sometimes there's bits of the city where i can't see any greenery at all but then a few blocks down will be this huge park. i think it would be better if the nature was spread out a bit more,"Visiting the Royal Botanic Gardens,Visiting the Melbourne Zoo,Visiting the Melbourne Aquarium,Taking a nature walk within the City of Melbourne",,More,there have been a lot more trees planted along swanston street which i love,,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,,,,i'd feel very proud of our council as i know that other cities such as sydney definitely do not have as much greenery as us,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Often,Very often,Often,Often,Very often,Often,Very often,Often,Often,Often,Often,Very often,Very often,Very often,Very often,Very often,Very often,Often,Often,Very often,3-4 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Year 12,,Prefer not to say,Part-time,
43957.92493,43957.93507,IP Address,100,875,TRUE,43957.93507,R_27PRA1zGPOgjsuD,anonymous,EN,Agree,3031,21-30,I live in the City of Melbourne,Female,,Neither too much nor too little,I feel like there is an appropriate amount of nature as possible for a city. Lots of parks and playgrounds around my area.,Visiting the Royal Botanic Gardens,,Unsure,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Somewhat disagree,Somewhat disagree,,,,That would be great particularly for the animals and evosystems ,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Rarely,Never,Rarely,Often,Often,Occasionally,Occasionally,Rarely,Never,Occasionally,Often,Occasionally,Often,Never,Occasionally,Rarely,Not applicable,Not applicable,Often,Often,1-2 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Undergraduate Degree,,"$18,200 or less",Other (Please specify),Casual employment 
43957.88152,43957.93654,IP Address,100,4753,TRUE,43957.93655,R_7aJVTDgYmCVA60F,anonymous,EN,Agree,3202,31-40,I live outside the City of Melbourne but generally commute to the City of Melbourne for work,Male,,Slightly too little,There's not much park land in the vicinity of my workplace. ,Visiting the Royal Botanic Gardens,,About the same,,,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Braeside Park,Walking,Not enough excitement,If it can be done in a cost-effective way than I am all for it.,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Never,Never,Never,Very often,Often,Never,Never,Never,Never,Never,Never,Occasionally,Never,Never,Never,Sometimes,Not applicable,Not applicable,Not applicable,Not applicable,5-6 years,Prefer not to say,,Your connection to nature in the City of Melbourne,Prefer not to say,,,Prefer not to say,,Prefer not to say,Prefer not to say,
43957.92921,43957.93914,IP Address,100,857,TRUE,43957.93916,R_6fd2IJxTTMIALZf,anonymous,EN,Agree,3054,51-60,I do not live or work in the City of Melbourne but normally I visit often (e.g. on average twice or more times a month),Male,,Neither too much nor too little,"It’s a matter of quality, not quantity",,,About the same,,,Somewhat disagree,Disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,,,,Replace the electric buskers with plants or animals and I will be delighted.,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Never,Never,Rarely,Often,Often,Occasionally,Occasionally,Never,Never,Never,Rarely,Never,Never,Never,Never,Not applicable,Often,Not applicable,Often,Not applicable,>20 years,Other (Please specify),England,Your connection to nature in the City of Melbourne,No,,,Postgraduate qualification- Masters,,"$18,200 or less",Retired,
43957.92281,43957.94241,IP Address,100,1692,TRUE,43957.94241,R_vAFk4sQ6ePMGWA1,anonymous,EN,Agree,3054,71 or older,I live in the City of Melbourne,Female,,Moderately too little,"There can never be too much greenery. It does the soul good to be surrounded by as much nature as possible.  When I go for a walk in the park & see & hear birds & sometimes possums, it makes me feel less stressed.  I live in a very small house with hardly any garden, so Princes Park gives me access to lots of fresh air & invigorates me.","Visiting the Royal Botanic Gardens,Visiting the Melbourne Zoo,Taking a nature walk within the City of Melbourne,Bird watching, or other nature watching within the City of Melbourne,Feed urban wildlife within the City of Melbourne (e.g. birds, possums)",,About the same,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,"Williamstown, Mornington Peninsula, Bellarine Peninsula","walking, swimming",,"This would be great.  Besides being good for everyone's welfare, I love taking photos of nature.",Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Occasionally,Occasionally,Very often,Very often,Often,Very often,Occasionally,Occasionally,Very often,Occasionally,Very often,Often,Very often,Never,Often,Very often,Not applicable,Not applicable,Very often,Often,>20 years,Australia,,Your connection to nature in the City of Melbourne,Yes,Other (Please specify),French,Undergraduate Degree,,"$18,201 – $37,000",Retired,
43957.93112,43957.94267,IP Address,100,998,TRUE,43957.94267,R_3ego1IerIGcwTOd,anonymous,EN,Agree,3027,51-60,I live in the City of Melbourne,Female,,Far too little,"With so many high density apartment buildings being approved/built, there is not enough consideration of green spaces. And new buildings may have parking for 1 car/apartment so then 2-4 cars are parked outside","Visiting the Royal Botanic Gardens,Taking a nature walk within the City of Melbourne,Other (Please specify)","Using urban parks, using cycling paths, using urban walking paths",Less,,"More buildings that utilise space to the boundaries - less green around the buildings. Community land being built on rather than being left green. Car parks being built on within the city into high rises (less light, less space, less green growth).Where are new trees planted these days?",Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,"Surf coast, Dandenongs, Warburton, Daylesford","Swimming, walking, hiking",,"Happier, healthier. Would get more sun (cbd is so cold and windy with massive shading from high rise)",Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Often,Never,Often,Occasionally,Often,Often,Very often,Occasionally,Never,Occasionally,Often,Never,Occasionally,Never,Occasionally,Not applicable,Not applicable,Not applicable,Very often,Very often,11-15 years,Australia,,Your connection to nature in the City of Melbourne,Yes,Other (Please specify),french,Postgraduate qualification- Masters,,"$180,001 and over",Unemployed,
43957.91413,43957.94402,IP Address,100,2581,TRUE,43957.94403,R_3ilithk0xzje04Y,anonymous,EN,Agree,3000,21-30,I live in the City of Melbourne,Male,,Slightly too little,There are a small ratio of parks and nature compared to how much buildings there are in the city,"Visiting the Royal Botanic Gardens,Visiting the Melbourne Zoo,Visiting the Melbourne Aquarium,Taking a nature walk within the City of Melbourne",,About the same,,,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,,,I just don't have the time,It would be good to interact with nature if there were more ,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Occasionally,Occasionally,Often,Often,Occasionally,Often,Occasionally,Occasionally,Often,Often,Often,Often,Often,Very often,Occasionally,Often,Sometimes,Often,Sometimes,Sometimes,3-4 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Undergraduate Degree,,"$37,001 – $80,000",Full-time,
43957.93313,43957.94429,IP Address,100,965,TRUE,43957.94431,R_1Edllcr1paIT1tN,anonymous,EN,Agree,3004,61-70,I live in the City of Melbourne,Male,,Neither too much nor too little,"Lovely open spaces, good tree replacement of old ones, good maintenance etc etc","Visiting the Royal Botanic Gardens,Taking a nature walk within the City of Melbourne",,About the same,,,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,"Coastal, national parks",Mainly Vic but also other states,,Would approve. Not sure what that would entail.,Somewhat agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat agree,Neither agree nor disagree,Never,Rarely,Never,Occasionally,Often,Often,Often,Often,Rarely,Often,Often,Rarely,Occasionally,Never,Never,Often,Not applicable,Not applicable,Not applicable,Not applicable,>20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Graduate Diploma,,Prefer not to say,Retired,
43957.93438,43957.94478,IP Address,100,898,TRUE,43957.94478,R_2rj70EbvGDrvL1r,anonymous,EN,Agree,3141,61-70,I live in the City of Melbourne,Male,,Neither too much nor too little,ideal mix of parkland and river side spaces,"Visiting the Royal Botanic Gardens,Taking a nature walk within the City of Melbourne",,About the same,,,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Neither agree nor disagree,mornington peninsula,"cycling, swimming, wineries, walking",,"the more we have the better , more options and generally makes it a better place to be",Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Occasionally,Never,Occasionally,Often,Very often,Often,Occasionally,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Often,Not applicable,Not applicable,Very often,Not applicable,>20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Undergraduate Degree,,"$37,001 – $80,000",Retired,
43957.93537,43957.94574,IP Address,100,896,TRUE,43957.94574,R_1Kj6fnlmFNmMs0X,anonymous,EN,Agree,3004,51-60,I live in the City of Melbourne,Male,,Neither too much nor too little,.,"Visiting the Royal Botanic Gardens,Visiting the Melbourne Aquarium",,About the same,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Mornington Peninsular,Sailing,,.,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Never,Never,Never,Often,Often,Occasionally,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Occasionally,Rarely,Not applicable,Not applicable,Not applicable,Not applicable,5-6 years,Other (Please specify),uk,Your connection to nature in the City of Melbourne,No,,,Postgraduate qualification- Masters,,"$180,001 and over",Full-time,
43957.93852,43957.94616,IP Address,100,659,TRUE,43957.94616,R_skceJMDDII8dngt,anonymous,EN,Agree,3192,41-50,I live outside the City of Melbourne but generally commute to the City of Melbourne for work,Female,,Slightly too little,Too much construction and noise within the CBD,"Visiting the Royal Botanic Gardens,Visiting the Melbourne Zoo,Taking a nature walk within the City of Melbourne",,Less,,too much traffic and construction - density of population makes available space seem much smaller,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,,,,great! We definitely need more of this.,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Strongly disagree,Somewhat disagree,Agree,Agree,Strongly disagree,Agree,Agree,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Not applicable,Not applicable,Not applicable,Not applicable,5-6 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Undergraduate Degree,,Prefer not to say,Full-time,
43957.93234,43957.95056,IP Address,100,1574,TRUE,43957.95058,R_W7EqOuRiAMZ2qWZ,anonymous,EN,Agree,3141,31-40,I live in the City of Melbourne,Male,,Neither too much nor too little,There are balance of nature parks and high rise buildings in Melbourne. ,Visiting the Royal Botanic Gardens,,About the same,,,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,,,,it would be great but need to be balance,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Disagree,Agree,Agree,Occasionally,Rarely,Occasionally,Often,Often,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Very often,Often,Not applicable,Often,Often,16-20 years,Other (Please specify),Vietnam,Your connection to nature in the City of Melbourne,No,,,Graduate Diploma,,"$80,001 – $180,000",Full-time,
43957.94971,43957.95068,IP Address,100,84,TRUE,43957.95068,R_1I5CVvNjcqPBEec,anonymous,EN,Agree,3184,51-60,I rarely visit the City of Melbourne (e.g. once or twice per year),Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43957.92854,43957.95074,IP Address,100,1918,TRUE,43957.95075,R_ub2YKeyDr34uzUB,anonymous,EN,Agree,3053,31-40,I live in the City of Melbourne,Male,,Slightly too little,"We need more trees and plants, I feel ;-)","Visiting the Royal Botanic Gardens,Visiting the Melbourne Zoo,Visiting the Melbourne Aquarium",,About the same,,,Somewhat agree,Agree,Somewhat disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Disagree,Disagree,,,,"To find time with our kids to us them, as they grow older  =D",Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Somewhat agree,Occasionally,Often,Occasionally,Often,Often,Often,Often,Rarely,Rarely,Often,Often,Often,Often,Occasionally,Occasionally,Often,Sometimes,Often,Very often,Often,11-15 years,Australia,,Your connection to nature in the City of Melbourne,Yes,Other (Please specify),Polish,TAFE certificate or diploma,,"$37,001 – $80,000",Other (Please specify),Home minder
